,text
168,"El mayor riesgo es no asumir ningún riesgo… En un mundo que cambia realmente rápido, la única estrategia en la que el fracaso está garantizado es no asumir riesgos.- Mark Zuckerberg 

Congreso Macri #AcuerdoconelFMI"
169,"No había que acordar nada sin investigar antes qué pasó con esa deuda ILEGAL, que no fue aprobada por el Congreso, y de haber juzgado y condenado a sus responsables! @alferdez, nos hacés cómplices de una colosal estafa!
Doble robo: fuga y pago al ladrón!
#AcuerdoconelFMI"
170,"Understanding no es acuerdo, es entendimiento. Pero bueno, siempre en el país de las maravillas. Falta mucho y todavía no hay nada. #FMI #Argentina no #AcuerdoconelFMI es #entendimientoconelFMI https://t.co/3UiqaVbB0Y"
171,"Jajajaja los que lloraban con Macri Festejan con Fernandez son el colmo #AcuerdoconelFMI pero,  lo importante aca es que no gobierna la ""Derecha"" https://t.co/NwFcPxjCm3"
172,"Cámaras empresarias: El Grupo de los Seis a favor del acuerdo
 https://t.co/saHXr7fa2D #AcuerdoconelFMI"
173,"Celebro el #AcuerdoconelFMI anunciado por @alferdez y en las condiciones acordadas.
Necesitábamos estabilidad y acceso al crédito internacional para el desarrollo económico. Respeta la ley de presupuesto en Ciencia y no exige de un déficit 0, entre otros. #UnAcuerdoRazonable 👏"
174,"No habrá Reforma laboral que implica la quita de derechos para los trabajadores y las trabajaforas. Gracias presidente, gracias Cristina, gracias Martín Guzmán...#AcuerdoconelFMI"
175,"#AcuerdoconelFMI

Los gorilas hoy, entre molestos y decepcionados . https://t.co/hjksAVMaPC"
176,"El principio de #AcuerdoconelFMI es un paso fundamental para que nuestro país vuelva a recuperar confianza y credibilidad interna e internacional.
Argentina necesita
un plan económico a mediano y largo plazo para detener la pobreza y la inflación."
177,"#Economía | Bien por el acuerdo o como le llamen con el #FMI , pero hay que leer la letra chica. #Ahora ¿El gobierno tomará la decisión de bajar las retenciones para que #Argentina exporte e ingresen dólares a país? Punto clave, entre tantísimas cosas... 
 #AcuerdoconelFMI https://t.co/t5uyphLQTS"
178,#AcuerdoconelFMI https://t.co/MVpA9fIB4Q
179,"Si Cristina aprueba el acuerdo con el FMI yo lo apruebo también. Igual que la oposición. 🤔😱
#AcuerdoconelFMI"
180,"#ElPeorPresidenteDeLaHistoria #AcuerdoconelFMI 
Y esta deuda récord quien la paga? https://t.co/pgk07YicJk"
181,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/CTjypXxdMs"
182,"#AcuerdoconelFMI Antes del acuerdo del dia de hoy teníamos las peores jubilaciones, peores sueldos, miles de indigentes que reciben limosnas, huida de empresas y de jóvenes, altísima inflación y pobreza. Ahora firmamos no hacer nada por cambiar las causas y festejamos? Raro"
183,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/N88U1NPjLs"
184,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte 
TENDRÍAN QUE EMBARGARLE TODOS LOS BIENES A ÉL Y TODO SU GABINETE. TIENEN QUE SER JUZGADOS https://t.co/9D0pxWdP5X"
185,"Ahora falta la otra parte del acuerdo ,que vayan presos los que fugaron la plata #AcuerdoconelFMI"
186,"Argentina llegó a un #AcuerdoconelFMI para pagar la deuda tomada por Mauricio Macri.
En el Planeta TN le echaron la culpa.
A Cristina Kirchner.
🤷‍♀️ https://t.co/oJMC7BhBd1"
187,Lula ’bancó’ el acuerdo que Argentina logró con el FMI porque ’preserva la soberanía y vela por el desarrollo y la justicia social del pueblo’ #ApoyoDeLula #AcuerdoFMI #AcuerdoconelFMI #Acuerdo #FMI #DetallesYMás https://t.co/W5XZmxPLc9
188,@ElsaKekita @mauriciomacri Los K y los seguidores de #macri tirándose palos entre ellos mientras que en cada #AcuerdoconelFMI nos rompen mas el ogt a los 40 millones y los que van a venir en las próximas generaciones.
189,Los que contrajeron ilegal e ilegitimamente la deuda celebran el #AcuerdoconelFMI que convalida su estafa. https://t.co/aY4CZUnTwO
190,"#PresosLosQueremos

A todos los responsables de tomar deuda en 5 minutos.
(Es lo que tardan en bajarse los pantalones).
#AcuerdoconelFMI https://t.co/ng1Si42qOn"
191,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte 
👇TOTALMENTE DE ACUERDO 👇 https://t.co/IPl2Q8iR11"
192,"Nunca el FMI trajo alivio a la Argentina. Siempre acordar con ellos es una cuota de sufrimiento futuro. Y los que nos metieron en esta tragedia, libres e impunes ? #MacriPreso  Caradura   #AcuerdoconelFMI https://t.co/I1FXYaBWdk"
193,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/lLR8Aj3I0Y"
194,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/rbFqAxaFYb"
195,"@GugaLusto @juntoscambioar En serio ustedes hablan de ""no generar incertidumbre""... estos vencimientos imposibles los generaron ustedes, no se olviden...
#AcuerdoconelFMI
https://t.co/CddL35ST3M"
196,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/KpChaJdy05"
197,"Como miembro del Consejo Directivo de la CGT, compartimos el pronunciamiento de la Confederación General del Trabajo sobre el acuerdo que el Gobierno Nacional logró con el FMI para hacer frente a la deuda contraída durante la gestión de Mauricio Macri.

 #AcuerdoconelFMI https://t.co/w4QeAFaTF6"
198,"#AcuerdoconelFMI
Las 10 definiciones sobre el acuerdo con el FMI https://t.co/6VcWv6SR9L"
199,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/9P7Jbog2Q9"
200,Chicos 😂 #AcuerdoconelFMI https://t.co/XIJYYOHcj2
201,"Mercados: suben las acciones y los bonos, mientras cae el riesgo país https://t.co/d1YxVzqYlT  #AcuerdoconelFMI"
202,"@PatoBullrich En serio ustedes hablan de ""no generar incertidumbre""... estos vencimientos imposibles los generaron ustedes, no se olviden...
#AcuerdoconelFMI 
https://t.co/CddL35ST3M"
203,"#AcuerdoconelFMI
Las 10 definiciones sobre el acuerdo con el FMI https://t.co/bOMYMdWuvV"
204,"Si Alberto dijo que el #AcuerdoconelFMI no va a perjudicar al pueblo...

agarrate!!!

Los mentirosos compulsivos  nunca dejan de mentir."
205,Leer a pesonas fanáticas de JxC hablando del #AcuerdoconelFMI es como escuchar a un Chileno hablar de como se tienen que jugar los mundiales.
206,@gmilman ¿El #AcuerdoconelFMI no le gusta a este sujeto? Tal vez no sea tan malo.
207,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/nHKokB3p4t"
208,#AcuerdoconelFMI #LetraChica #Grexit
209,#AcuerdoconelFMI #MacriPreso https://t.co/ZGN775HmWO
210,"El #AcuerdoConElFMI se concretó. 
Da bronca que este gobierno haya tenido que legalizar esta deuda y que el gobierno macrista, el que la contrajo, logre impunidad.
Del peor acuerdo que hizo #Macri con el FMI, logramos el mejor que se podía para generar confianza en el mundo. https://t.co/B0UFeU3xZH"
211,"Tras el #AcuerdoconelFMI anunciado por Alberto Fernández, resta el debate del Congreso para determinar los plazos del pago de la deuda.

@guillelev analizó cómo el endeudamiento impactó en la derrota electoral de Macri y la importancia de un acuerdo para la coalición oficialista. https://t.co/sRefAkN2x4"
212,"Para @horaciorlarreta, el #AcuerdoConElFMI ""despeja un escenario de default que perjudicaría severamente al país"" https://t.co/wOESeBGKpc"
213,"Si el #AcuerdoconelFMI es como dice @Martin_M_Guzman : reducción de la emisión, sin bajar el gasto público y sin nueva deuda… PREPÁRENSE PARA MAYO PRESIÓN FISCAL.

Van a subir impuestos y servicios.

Otra vez al ajuste lo pagamos los ciudadanos de trabajo y no la casta política! https://t.co/uDdT4RkNOX"
214,@PatoBullrich Mejor analiza como vas a zafar cuando empiecen a caer las cabezas de los que perpetraron esta estafa y se la fugaron. Miserables . En algún   momento les va a caer la  justicia del Pueblo .#AcuerdoconelFMI #Acuerdo #AcuerdoFMI
215,"Qué plato cómo el turco lo miraba a sarasa Guzmán.
#AcuerdoconelFMI"
216,"Una y otra vez 
#AcuerdoconelFMI https://t.co/7BLpJcJbmF"
217,"#AcuerdoconelFMI
#LaLetraChica 
#ElPeorGobiernoDeLaHistoria 
#ElPeorPresidenteDeLaHistoria 
Alberto
Manzur
Massa
Dujovne
Scioli
Mentiroso
Gracias presidente
BCRA
Sarasa
Gobierno nacional
Ajuste
En 2023
Macri
#Fugitiva 
#masterchefargentina 
#MasterChefCelebrity https://t.co/JuQP1BxwdI"
218,Todos puede opinar desde la teoría. Con o sin aciertos. Lo grave es cuando representan a aquellas que la principal variable de ajuste son los que producen riqueza   Menos para los que menos tienen y más esfuerzo hacen. #AcuerdoconelFMI @alferdez @Martin_M_Guzman https://t.co/iiHTJrkZGw
219,"Este es un ""acuerdo"" mentiroso de @alferdez #AcuerdoconelFMI no es... Es como que un borracho que le debe al un banco, le diga al banco que se va a bañar, Va a dejar de tomar, que va a buscar trabajo, que va a ahorrar dinero y por último va a pagar la deuda...
Quien le cree? https://t.co/gex7VqrEnl"
220,"El dólar blue baja $10 tras el principio de acuerdo con el FMI 

#DólarBlue #AcuerdoconelFMI #Economía #Argentina 
https://t.co/uzJJ6awwdZ https://t.co/q25M3fGcFa"
221,"No sé como es el #AcuerdoconelFMI, pero no le gusta a Espert. Tampoco a los troskos, ni a los nostálgicos setentistas.
¯\_(ツ)_/¯"
222,#AcuerdoconelFMI Que la historia nos diga quién la pagó!
223,"Perdón por decirlo en francés, pero... a quien carajo le interesa lo que juntos por el cambio opine del acuerdo??
#AcuerdoconelFMI 
#Deuda 
#DeudaExterna"
224,#AcuerdoconelFMI https://t.co/h3twXrFC93
225,"#AcuerdoconelFMI
Me gusta la realidad alterna en la que viven los psudoperonista en que este gobierno hizo todo bien 
Lo único que hicieron fue patear la deuda para que le explote al otro gobierno en la cara x que saben que en el 2022 no ganan peron los echo de la plaza a ustedes"
226,"Te lo dejo, termoviviente peronista.

Sólo #SinPeronismoHayFuturo

Macri Cadena Nacional Bonelli #AcuerdoconelFMI Manzur Guzmán Mentiroso Gracias Presidente Sergio Massa #ElPeorPresidenteDeLaHistoria Peronismo https://t.co/CoKUt7vfST https://t.co/DjRcwEYqDd"
227,Si el #AcuerdoconelFMI no le gusta al pelado cara de concha  es que vamos por buen camino https://t.co/XTIi50tbMp
228,"@CarlosHeller #AcuerdoconelFMI Nos bajamos los pantalones, tuvimos que pagar para empezar las conversaciones, pero lo vendemos con epica, mandan a bajar el dólar con amigos K, comprar bonos y acciones. No hay nada concreto más que patearon el #default hacia adelante #ElPeorGobiernoDeLaHistoria https://t.co/gKfb0JJmGm"
229,"🔴El comercio local considera positivo el acuerdo con el Fondo. Mirá 👇

@ccsanjusto
#LaMatanza 
@Dani_Dauria
#Fmi #AcuerdoconelFMI
#Economia #Comercio 

https://t.co/dDIODYAM8P"
230,"“No restringe, no limita ni condiciona, los derechos de nuestros jubilados” dijo @alferdez.

Ya viven restringidos porque no les alcanza y porque tienen miedo de salir a la calle. No ajustan a los jubilados con el #AcuerdoconelFMI, los ajustan desde que asumieron como Gobierno. https://t.co/Dk4N5kUocX"
231,"¿No va llegando la hora del ""toc toc MM, soy la historia, necesito que vaya en cana""? #AcuerdoconelFMI https://t.co/OK43T5mUnv"
232,#AcuerdoconelFMI #Acuerdo #FMI https://t.co/eWyjjXvj9k
233,Un primer paso para no seguir sembrando incertidumbre en la sociedad. #AcuerdoconelFMI https://t.co/XyTF2GYP7l
234,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/Ky5CxEhAxe"
235,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/zovOEelocn"
236,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/BcliOQVEgD"
237,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/znYiip8RPu"
238,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/qvMm72pKj3"
239,"@juntoscambioar se pronunció sobre el #AcuerdoconelFMI. Es un avance positivo, pero todavía falta ver la letra chica en el Congreso. https://t.co/ngk0SS1IbW mi nota en @LANACION https://t.co/eHaEgakDkU"
240,"@notarodaniel #AcuerdoconelFMI  
Datos matan relato"
241,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/IIXJJ5YYZv"
242,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/Y2ixY7MzoW"
243,"Como siempre el #AcuerdoconelFMI viene acompañado de represión, desalojos y criminalización de la protesta. Todo mi repudio. https://t.co/uwfjDhPfdp"
244,"La Chousa y la Duggan ya fueron libretadas para salir a decir que con la mentira del #AcuerdoconelFMI Argentina dejó de ser un limosnero tercermundista para tener el superávit fiscal más alto que Qatar...por $2,50 estas 2 colas carnívoras salen a matar un pariente"
245,"La irracionalidad es la peor postura para poder salir de la crisis.

Se cae en recetas mágicas, líderes mesiánicos y autoritarismo. 

Para generar desarrollo en 🇦🇷 debemos dejar de lado el Relato y aceptar los Datos.

#AcuerdoconelFMI #FMI"
246,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/4L5zEzDQeq"
247,"Ponerse a discutir o responder HOY las burradas, malaleches y mentiras de los macristas, es más que una pérdida de tiempo: nos rebaja al nivel de su miserabilidad.
(Además se les nota la calentura. 🤭)
Su ruta, malvivientes. Sigan sin mí. 
💪✌
#AcuerdoconelFMI"
248,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/Yg1ohpUNty"
249,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/mMRim8zdVc"
250,"Espert en defensa de Macri: ""Es cualquiera, nunca más digan que Macri hizo un mal arreglo""
 https://t.co/5FNrKYymaR #AcuerdoconelFMI @jlespert"
251,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/aI25fIoiQk"
252,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/SxUhqzvY7t"
253,"Escupieron un ""¡Ah! Pero Macri..."" para arriba y les cayó en la cara. 🤣

#AcuerdoconelFMI https://t.co/Jqpu49cHJx"
254,#AcuerdoconelFMI quien le puede creer a este mentiroso serial! #ElPeorGobiernoDeLaHistoria #Elpeorpresidentedelahistoria https://t.co/NxzSbh9Nnf
255,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/hCISOFlH4O"
256,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/UjnkUUL1BP"
257,@1amal_vi #AcuerdoconelFMI  Ellos endeudaron https://t.co/BQTRU7TVPk
258,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/k8HPaIApbc"
259,"Solo son palabras por ahora nada en concreto, como siempre viniendo del kirchnerismo
#AcuerdoconelFMI"
260,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/nvX9tlQiWF"
261,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/u86o8l26RS"
262,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/W9jj7nT4c4"
263,"#AcuerdoconelFMI Nos bajamos los pantalones, tuvimos que pagar para empezar las conversaciones, pero lo vendemos con epica, mandan a bajar el dólar con amigos K, comprar bonos y acciones. No hay nada concreto más que patearon el #default hacia adelante #ElPeorGobiernoDeLaHistoria https://t.co/7IU4XNSKrO"
264,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/OOR9H99tD5"
265,"La deuda la tomó Macri y Cambiemos, con apoyo y anuencia de los Radicales. @alferdez y @CFKArgentina  junto al FdT está solucionando la irresponsabilidad de otros que ahora, con toda la hipocresía opinan
#AcuerdoconelFMI"
266,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/CTE968MPxU"
267,#ElPeorPresidenteDeLaHistoria #LaLetraChica #AcuerdoconelFMI https://t.co/w0E89AU2Xi
268,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/rzjjr2wapG"
269,@ludeponti ✌️ 🇦🇷 ♥#AcuerdoconelFMI #AdelanteArgentina
270,"#Acuerdo 
La mejor decisión de quien conduce y la mejor concreción del equipo q lo llevo acabo . Gracias @alferdez @Martin_M_Guzman 
#ReconstruccionArgentina 
#AcuerdoconelFMI #Argentina https://t.co/mWcQdvDBvN"
271,"#AcuerdoconelFMI Alejandro Pegoraro: “El acuerdo con el FMI dará más certidumbre al Gobierno, una condición necesaria para avanzar en una agenda de desarrollo”
https://t.co/2dnvxq1K4a https://t.co/MJ2brbbCf3"
272,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/hhEcqra0n2"
273,#AcuerdoconelFMI https://t.co/HYmadKC7lO
274,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/XLyhPsC0zH"
275,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/WRfuqdjuTo"
276,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/prJnk6C1DJ"
277,"#AcuerdoconelFMI le van a prestar plata para pagarle a ellos osea nada y cumpliendo con determinadas metas con seguimientos, lo de siempre va. El mentiroso serial te dice que es bueno xa la gente 💣👊 xq no se mueren HDP"
278,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/fflbHhcQOn"
279,#AcuerdoconelFMI #Acuerdo #AcuerdoFMI https://t.co/ZL99fxJmWU
280,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/4NYf4himYU"
281,"(#Deuda 💰🤝)  

A la espera de más detalles, @JuntosCambioAr consideró “positivo” al #AcuerdoconelFMI 👉 https://t.co/xZvaJROrKr https://t.co/dK05izkUJz"
282,"La ex gobernadora de PBA de #ElPeorPresidenteDeLaHistoria
Dice q el #AcuerdoconelFMI no alcanza...Q el problema no es la deuda...Es la falta de confianza...
Habrá q creerle a quién huyó con confianza de su amada provincia y dejó en deuda a todos

vidal seguí paseando por la tv https://t.co/ZY9dxJkiwO"
283,"Todos los máster en economía que critican el  #AcuerdoconelFMI leyeron #LaLetraChica ?? 
Ni en un millón de años creo que este acuerdo pueda ser peor que el del gato contrabandista, que nos endeudó para siempre en complicidad con el FMI."
284,"#AcuerdoconelFMI 😡
#macriyvidalsonmafia 
#1FMachamosALaCorte https://t.co/XxcJlLjzHb"
285,"Saben que 2023 SE VAN por eso el #AcuerdoconelFMI no es más que una prórroga a 2 años,cuando ya no estén para que pague el q venga...vienen prorrogando la deuda con el club de París desde el último gobierno de la vieja castrada,pagan vencimientos y patean para después los garcas"
